Level;name;code;allfacet
1;CÉRÉALE INFANTILE POUR NOURRISSONS ET ENFANTS EN BAS ÂGE, DÈS 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;KEKSBREI BIO, AB 6 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Entrahmte Milch* (65%), Wasser, Keks* gemahlen (6%) -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;KINDERGRIEß, NACH DEM 6 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;MÜSLI, FRÜCHTE, AB 1 JAHR -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F04.A04RK$F23.A07TK;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;MÜESLI, BIO ORGANIC, AB 6 MONATEN -/- Not in list -/- Organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F21.A07SE$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;MILCHBREI, KEKS, AB 6 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;GRIEß-MILCHBREI MIT BOURBON-VANILLE, NACH DEM 4 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F04.A019H$F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;CÉRÉALES POUR NOURISSONS ET ENFANTS EN BAS ÂGE, DÈS 10 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;CÉRÉALES POUR BÉBÉS, MULTI-CÉRÉALES, DÈS 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 9 2 -/- 9 2 -/- Simple cereals which are or have to be reconstituted with milk or other appropriate nutritious liquids;A03QY#F23.A07TJ;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;FOLLOW-ON FORMULAE -/- Not in list -/- Non-organic production -/- -/- Processed -/- Follow-on formulae, powder;A03QK;A03QK#F02.A06FJ$F28.A07KG
1;FOOD FOR INFANTS AND SMALL CHILDREN -/- Not in list -/- -/- -/- Processed -/- 8 -/- 8 -/- Food for infants and small children;A03PV;A03PV
1;BABYFOOD -/- Not in list -/- Organic production -/- -/- Processed -/- Food for infants and small children;A03PV#F21.A07SE;A03PV
1;BABYFOOD -/- Not in list -/- Production method unknown -/- -/- Processed -/- Food for infants and small children;A03PV;A03PV
1;BABY FOOD -/- Not in list -/- Non-organic production -/- -/- Processed -/- Food for infants and small children;A03PV;A03PV
1;FRÜCHTEZUBEREITUNG AUS BIRNEN UND ÄPFELN, NACH DEM 4 MONAT, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01DP$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;ZUCCHINI MIT KARTOFFELN, BIO -/- Baby food for infants and young childern -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00JR$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;SPINAT MIT REIS, BIO, BABYNAHRUNG -/- Baby food for infants and young childern -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A001D$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;SPINAT MIT KARTOFFELN, BIO, BABYNAHRUNG -/- Baby food for infants and young childern -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00ZT$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;RAHM-SPINAT MIT KARTOFFELN, BIO -/- Baby food for infants and young childern -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00ZT$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;POMME DE TERRE - POIREAU, PURÉE DE LÉGUMES ADAPTÉE À L'ENFANT -/- Baby food for infants and young childern -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00SB$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;NATURNES, POMMES, FRUITS ROUGES, DÈS 8 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01DT$F23.A07TJ$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;MERENDA BANANA MELA BISCOTTO E MIELE, DAL 6° MESE -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01LC$F04.A033J$F04.A009V$F23.A07TJ$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;KAROTTEN-KARTOFFELN, BIO, BABYNAHRUNG -/- Baby food for infants and young childern -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00QH$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;FRÜCHTEZUBEREITUNG APFEL-BANANE, NACH DEM 4 MONAT, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01LC$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;FRÜCHTE-ZUBEREITUNG AUS KÖSTLICHEN FRÜCHTEN, BANANE IN APFEL, NACH 4, MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01LC$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;EPINARDS, ALIMENT POUR BÉBÉ -/- Baby food for infants and young childern -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;COMPOTINE POMME-BANANE, 4-36 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F04.A01LC$F23.A07TK$F04.A01DJ;A03RJ#F02.A06FL$F04.A04RK
1;FEINE FRÜCHTE, BIRNE IN APFEL, NACH 4 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01DP$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;COMPOTE POMME & BANANE, + 4 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F04.A01LC$F23.A07TH$F04.A01DJ;A03RJ#F02.A06FL$F04.A04RK
1;EPINARDS AUX POMMES DE TERRE, ALIMENT POUR BÉBÉS -/- Baby food for infants and young childern -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00MJ$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;COMPOTE DE POMMES, +4 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F23.A07TH$F04.A01DJ;A03RJ#F02.A06FL$F04.A04RK
1;BIRNE IN APFEL, BIO, NACH DEM 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01DP$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;BIO FRUCHTBECHER, APFEL, HEIDELBEERE UND PFIRSISCH, NACH DEM 4 MONAT, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F04.A01EY$F04.A01GM$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;EPINARD, PURÉE DE LÉGUMES ADAPTÉE À L'ENFANT -/- Baby food for infants and young childern -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RD#F03.A06JG$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;FEINE BABYKOST, APFEL PUR, NACH DEM 4, MONAT, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;BABY-APFEL, NACH DEM 4 MONAT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F23.A07TJ$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;FEINER APFEL BIO-FRÜCHTEZUBEREITUNG, NAT DEM 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F03.A06JG$F21.A07SE$F23.A07TH$F04.A01DJ$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;BABY COMPOTE POMME-MANGUE, 8-36 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RJ#F04.A01LF$F23.A07TK$F04.A01DJ;A03RJ#F02.A06FL$F04.A04RK
1;ECRASÉ DE POMMES DE TERRE ET JAMBON, ADAPTÉ POUR BÉBÉ -/- Baby food for infants and young childern -/- Non-organic production -/- No information -/- Processed -/- Food for infants and small children;A03RF#F03.A06JG$F04.A00ZT$F04.A022T$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;PASTINA MACHERONI -/- Not in list -/- -/- -/- Unknown -/- 9 2 -/- Food for infants and small children;A03RK#F03.A06JG$F04.A007L$F28.A0C6N;A03RK#F02.A06FL
1;SWEET POTATO AND BEEF PIE -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03RF#F03.A06JG$F04.A01QX$F04.A010C$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;BABY FOOD -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03PV;A03PV
1;BABY BISCUITS -/- Not in list -/- -/- -/- Unknown -/- 9 1 -/- Food for infants and small children;A03RA;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;PLASMON ASTRINI -/- Not in list -/- -/- -/- Unknown -/- 9 2 -/- Food for infants and small children;A03RB;A03RB#F02.A06FK$F04.A0EZF$F24.A07VS$F28.A07KG
1;MIXED VEGETABLES & BEEF BABY FOOD -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03RF#F03.A06JG$F04.A07XJ$F04.A01QX$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;MALTOVA INFANT FOOD -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03QY;A03QY#F02.A06FK$F04.A0EZF$F28.A07KG
1;CHEESE, POTATO AND VEGETABLES -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03RH#F03.A06JG$F04.A07XJ$F04.A02QE$F04.A00ZT$F28.A0C6N;A03RH#F02.A06FL$F04.A0BXZ
1;INFANT FOOD -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Food for infants and small children;A03PV;A03PV
1;INFANT FORMULAE, LIQUID -/- Not in list -/- -/- -/- Processed -/- Infant formulae, liquid;A03QE;A03QE#F02.A06FH
1;LAIT POUR NOURRISSONS (EN POUDRE) JUSQU'À 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURRISSON EN POUDRE, À PARTIR DE 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURRISSON EN POUDRE, JUSQU'À 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURRISSON EN POUDRE DÈS LA NAISSANCE 1, JUSQU'À 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURISSONS EN POUDRE, DE 0 À 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT DE SUITE POUR NOURRISSONS À PARTIR DE 10 MOIS À 3 ANS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURISSONS 0-6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TG;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURISSONS, 1ER ÂGE, 0 - 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TG;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURRISSON EN POUDRE, DÈS 6 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F23.A07TJ;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;LAIT POUR NOURRISSONS 1, DE 0 À 6 MOIS, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- Infant formula, milk-based, powder;A03QA#F21.A07SE$F23.A07TG;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;INFANT FORMULA, MILK-BASED, POWDER -/- Not in list -/- -/- -/- Processed -/- Hipp morsmelkerstatning -/- Hipp GmbH and co -/- 10 -/- 10 -/- Infant formula, milk-based, powder;A03QA;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;FROM 4 MONTHS -/- Not in list -/- -/- -/- Processed -/- Småfolk morsmelkerstatning -/- Småfolk as -/- 10 -/- 10 -/- Infant formula, milk-based, powder;A03QA#F23.A07TH;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;FROM 4 MONTHS -/- Not in list -/- -/- -/- Processed -/- Nan morsmelkerstatning -/- Nestlé as -/- Demineralised wheypowder, veg oil, lactose, skimmed milk powder, milk protein, fish oil, soya lecitin, L-fenylalanin, taurin, inositol, nukleotides, maltodextrin, L-karnitin, L-histidin, minerals , vitamines -/- 10 -/- 10 -/- Infant formula, milk-based, powder;A03QA#F04.A036N$F04.A038M$F04.A0EVG$F04.A0BXX$F04.A02PL$F23.A07TH;A03QA#F02.A06FH$F04.A02LT$F28.A07KG
1;INFANT FORMULAE -/- Not in list -/- Non-organic production -/- -/- Processed -/- Infant formulae, powder;A0EQM;A0EQM#F02.A06FH
1;BABY FOODS, OTHER THAN PROCESSED CEREAL BASED FOODS APPLE, BANANA WITH PULLED FOR BABY FROM 4 MONTHS -/- Not in list -/- -/- -/- Canning -/- Bebivita Gmbh -/- 81% fruits (40% banana, 39% apple juice and apple juice concentrate), citric juice and citric juice concentrate, water, 5 %pulled (wheat flour, yast, vegetable oil), maize starch, vitamine C -/- 8 -/- 8 -/- Fruit purée for children;A03RE#F03.A06JG$F04.A01DJ$F04.A01LC$F04.A003X$F04.A036N$F04.A03AH$F04.A002R$F09.A0EXN$F23.A07TH$F04.A000T$F28.A0BYP$F28.A0C6N;A03RE#F02.A06FL$F04.A0EZF
1;FRUIT PURÉE FOR CHILDREN -/- Not in list -/- Non-organic production -/- Glass -/- Processed -/- Fruit purée for children;A03RJ#F03.A06JG$F19.A07PF$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;FRUIT PURÉE FOR CHILDREN -/- Not in list -/- Organic production -/- Glass -/- Processed -/- Fruit purée for children;A03RJ#F03.A06JG$F21.A07SE$F28.A0C6N;A03RJ#F02.A06FL$F04.A04RK
1;CONTAINS RICESTARCH ALSO -/- Not in list -/- -/- -/- Canning -/- Småfolk mango og banan, 6 mnd -/- Småfolk as -/- Water, mango( 34%), banana(18%), ricestarch, vitamine C, citric acid -/- 8 -/- 8 -/- Fruit purée for children;A03RJ#F03.A06JG$F04.A01LF$F04.A01LC$F04.A003G$F04.A0EXN$F28.A0C6N$F28.A0BYP;A03RJ#F02.A06FL$F04.A04RK
1;BABY FOODS, OTHER PROCESSED CEREAL BASED FOODS CORN AND POTATOES PUREE FOR BABY FROM 4 MONTHS -/- Not in list -/- -/- -/- Canning -/- Semper AB -/- Corn 65 %, water, potatoes 15 %, rape vegetable oil -/- 8 -/- 8 -/- Ready-to-eat meal for children, cereal-based;A03RE#F03.A06JG$F04.A00ZT$F04.A036V$F23.A07TH$F04.A000T$F28.A0C6N$F28.A0BYP;A03RE#F02.A06FL$F04.A0EZF
1;READY-TO-EAT MEAL FOR CHILDREN, CEREAL-BASED -/- Not in list -/- -/- -/- Processed -/- Ready-to-eat meal for children, cereal-based;A03RE#F03.A06JG$F28.A0C6N;A03RE#F02.A06FL$F04.A0EZF
1;FRUCHTBREI MIT VOLLKORN BIRNE IN APFEL MIT DINKEL, BIO, AB 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for children, cereal-based;A03RE#F03.A06JG$F04.A01DJ$F04.A01DP$F21.A07SE$F23.A07TH$F04.A001R$F28.A0C6N;A03RE#F02.A06FL$F04.A0EZF
1;COMPOTINE FRUITS AVEC BISCUIT, 6-36 MOIS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for children, cereal-based;A03RA#F04.A04RK$F23.A07TJ;A03RA#F02.A06FK$F04.A0EZF$F28.A07GX
1;APFEL-BANANE MIT BABYKEKS, FRUCHTBREI MIT BABYKEKS, BIO, AB 4 MONAT -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for children, cereal-based;A03RJ#F04.A01LC$F04.A03RA$F21.A07SE$F23.A07TH$F04.A01DJ;A03RJ#F02.A06FL$F04.A04RK
1;BABY FOODS, OTHER THAN PROCESSED CEREAL BASED FOODS PUMPKIN WITH CHICKEN PUREE FOR BABY FROM 4 MONTHS -/- Not in list -/- -/- -/- Canning -/- Bebivita Gmbh -/- Roast pumpking 60%, potatoes, water, chicken 8,5%, vegetable oil -/- 8 -/- 8 -/- Ready-to-eat meal for children, meat and vegetables;A03RF#F03.A06JG$F04.A00ZT$F04.A01SP$F04.A036N$F23.A07TH$F04.A00KH$F28.A0C6N$F28.A0BYP;A03RF#F02.A06FL$F04.A0EYH
1;READY-TO-EAT MEAL FOR CHILDREN, MEAT AND VEGETABLES -/- Not in list -/- -/- -/- Processed -/- Ready-to-eat meal for children, meat and vegetables;A03RF#F03.A06JG$F04.A07XJ$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;READY-TO-EAT MEAL FOR CHILDREN, MEAT AND VEGETABLES -/- Not in list -/- -/- -/- Canning -/- Småfolk kjøttkaker i brun saus, 6 mnd -/- Småfolk as -/- Potatoes(35%), water, carrot, beefmeat(8%), celleriac, onion, veg oil (rapeseed), ricestarch, nutmeg, laurel -/- 8 -/- 8 -/- Ready-to-eat meal for children, meat and vegetables;A03RF#F03.A06JG$F04.A00QH$F04.A01QX$F04.A00XA$F04.A00HC$F04.A018J$F04.A00VX$F04.A036V$F04.A003G$F04.A00ZT$F28.A0C6N$F28.A0BYP;A03RF#F02.A06FL$F04.A0EYH
1;BABY FOODS, OTHER THAN PROCESSED CEREAL BASED FOODS GOULASH PURRE FOR BABY FROM 6 MONTHS -/- Not in list -/- -/- -/- Canning -/- Semper AB -/- Potatoes - 46%, water, beef 12,5%, carrot, onion, rape vegetable oil, white pepper, aromatic pepper, bay leaves -/- 8 -/- 8 -/- Ready-to-eat meal for children, meat/fish-based;A03RF#F03.A06JG$F04.A01QX$F04.A00QH$F04.A00HC$F04.A036V$F04.A00JA$F04.A019L$F04.A016Z$F23.A07TJ$F04.A00ZT$F28.A0C6N$F28.A0BYP;A03RF#F02.A06FL$F04.A0EYH
1;READY-TO-EAT MEAL FOR CHILDREN, MEAT/FISH-BASED -/- Not in list -/- -/- -/- Canning -/- Småfolk fiskegrateng, 1 år -/- Småfolk as -/- Water, potatoe (22%), skimmed milk, carrot (13%), fish (saith) (9%), pasta (durum wheat), butter (unsalted), veg oil (rapeseed), ricestarch, salt, nutmeg, laurel, white pepper -/- 8 -/- 8 -/- Ready-to-eat meal for children, meat/fish-based;A03RG#F03.A06JG$F04.A00QH$F04.A007P$F04.A02CF$F04.A02MA$F04.A039C$F04.A036V$F04.A003G$F04.A018J$F04.A00VX$F04.A019B$F04.A00ZT$F28.A0C6N$F28.A0BYP;A03RG#F02.A06FL$F04.A026V
1;MEDLEY OF VEGETABLES & SWEET POTATO -/- Not in list -/- -/- -/- Unknown -/- 8 -/- Ready-to-eat meal for children, vegetable-based;A03RD#F03.A06JG$F04.A010C$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;CONTAINS MILK, GRAINS AND VEGETABLES -/- Not in list -/- -/- -/- Canning -/- Hipp mildgrøt m/grønnsaker, 6 mnd -/- Hipp GmbH and co -/- milk mixture (milk* 40%, water, rapesseed oil*), vegetables* 30% (carrot* 25%, corn* 5%), rice* 8% (rice flour*, whole meal rice flakes*), calcium carbonate, vitamines (A, B1, D) -/- 8 -/- 8 -/- Ready-to-eat meal for children, vegetable-based;A03RH#F03.A06JG$F04.A02LV$F04.A00QH$F04.A000T$F04.A001D$F04.A0EVG$F28.A0C6N$F28.A0BYP;A03RH#F02.A06FL$F04.A0BXZ
1;ZUCCHINI MIT KARTOFFELN, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00JR$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;SPINAT MIT REIS, BIO, BABYNAHRUNG -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RE#F03.A06JG$F04.A001D$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RE#F02.A06FL$F04.A0EZF
1;SPINAT MIT KARTOFFELN, BIO, BABYNAHRUNG -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00ZT$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;RAHM-SPINAT MIT KARTOFFELN, BIO -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00ZT$F21.A07SE$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;POMME DE TERRE - POIREAU, PURÉE DE LÉGUMES ADAPTÉE À L'ENFANT -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;KARTOFFEL-GEMÜSE MIT RIND, BIO, BABYNAHRUNG -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RF#F03.A06JG$F04.A01QX$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;KAROTTEN-KARTOFFELN, BIO, BABYNAHRUNG -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00QH$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;KAROTTEN MIT KARTOFFELN, BIO, BABYNAHRUNG -/- Not in list -/- Organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00QH$F21.A07SE$F04.A00ZT$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;EPINARDS AUX POMMES DE TERRE, ALIMENT POUR BÉBÉS -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RD#F03.A06JG$F04.A00ZT$F04.A00MJ$F28.A0C6N;A03RD#F02.A06FL$F04.A07XJ
1;ECRASÉ DE POMMES DE TERRE ET JAMBON, ADAPTÉ POUR BÉBÉ -/- Not in list -/- Non-organic production -/- No information -/- Processed -/- 8 -/- 8 -/- Ready-to-eat meal for infants and young children;A03RF#F03.A06JG$F04.A022T$F04.A00ZT$F28.A0C6N;A03RF#F02.A06FL$F04.A0EYH
1;BILBERRY OR WHORTLEBERRY (VACCINIUM SPP ) -/- Not in list -/- -/- -/- Freezing -/- Bilberry or whortleberry (Vaccinium spp );A01FF#F28.A07KQ;A01FF#F01.A060A$F02.A0ELC$F27.A01FF
1;TABLE GRAPES (VITIS EUVITIS) -/- Not in list -/- -/- -/- Unprocessed -/- Table grapes (Vitis euvitis);A01DX;A01DX#F01.A05YR$F02.A0ELC$F27.A01DX
1;GRAPEFRUIT (CITRUS PARADISI) -/- Not in list -/- -/- -/- Unprocessed -/- Grapefruit (Citrus paradisi);A01CY;A01CY#F01.A05XY$F02.A0ELC$F27.A01CY
1;LEMONS (CITRUS LIMON) -/- Not in list -/- -/- -/- Unprocessed -/- Lemons (Citrus limon);A01BY;A01BY#F01.A05VY$F02.A0ELC$F27.A01BY
1;MANDARINS (CITRUS RETICULATA) -/- Not in list -/- -/- -/- Unprocessed -/- Mandarins (Citrus reticulata);A01CD;A01CD#F01.A05XD$F02.A0ELC$F27.A01CD
1;ORANGES (CITRUS SINENSIS) -/- Not in list -/- -/- -/- Unprocessed -/- Oranges (Citrus sinensis);A0DZB;A0DZB#F02.A0ELC$F27.A0DZB
1;DRIED BANANAS (MUSA × PARADISICA) -/- Not in list -/- -/- -/- Dehydration -/- Dried bananas (Musa × paradisica);A01MJ;A01MJ#F02.A0ELV$F27.A01LC$F28.A07KG
1;DRIED DATES (PHOENIX DACTYLIFERA) -/- Not in list -/- -/- -/- Dehydration -/- Dried dates (Phoenix dactylifera);A01MF;A01MF#F02.A0ELV$F27.A01HF$F28.A07KG
